timestamp,btc_price_usd,confluence_pct,unrealized_pnl_usd,mode
2026-08-18T04:48:27.544970,64379.29,96.8,0.0,PAPER
2026-08-18T04:48:29.695070,64379.29,96.8,0.0,PAPER
2026-08-18T04:48:31.824878,64379.28,96.5,0.0,PAPER
2026-08-18T04:48:33.959509,64379.28,96.5,0.0,PAPER
2026-08-18T04:48:36.071136,64379.28,96.5,0.0,PAPER
2026-08-18T04:48:38.199572,64379.28,96.5,0.0,PAPER
2026-08-18T04:48:40.312583,64382.76,96.5,0.0,PAPER
2026-08-18T04:48:42.425623,64386.08,96.5,0.0,PAPER
2026-08-18T04:48:44.546687,64388.0,96.5,0.0,PAPER
